FL	EGLIN AFB/VALPAR	KVPS	US
FL	EVERGLADES CITY	KEGC	US
FL	FERNANDINA BEACH	KFHB	US
FL	FLAGLER CNTY	KFIN	US
FL	FLAMINGO/MONROE	KFLM	US
FL	FT LAUDERD/HOLLY	KFLL	US
FL	FT LAUDERD/EXEC	KFXE	US
FL	FORT MYERS	KRSW	US
FL	FORT MYERS	KFMY	US
FL	FORT PIERCE	KFPR	US
FL	GAINESVILLE	KGNV	US
FL	HOLLYWOOD	KHWO	US
FL	HOMESTEAD AFB	KHST	US
FL	HURLBURT FIELD	KHRT	US
FL	IMMOKALEE	KIMM	US
FL	INVERNESS	KINF	US
FL	JACKSONVIL/CRAIG	KCRG	US
FL	JACKSONVILLE NAS	KNIP	US
FL	JACKSONVILLE	KJAX	US
FL	JACKSONVIL/ARTCC	KZJX	US
FL	JACKSONVIL/CECIL	KVQQ	US
FL	JACKSONVIL/NAVAL	KNEN	US
FL	KEYSTONE HEIGHTS	K42J	US
FL	KEY WEST NAS	KNQX	US
FL	KEY WEST	KEYW	US
FL	KEY WEST	KKEY	US
FL	KEY W/BOCA CHICA	KBYX	US
FL	KISSIMMEE/ORLAND	KISM	US
FL	LA BELLE	KX14	US
FL	LAKE CITY	KLCQ	US
FL	LAKELAND REGIONA	KLAL	US
FL	LANTANA/PALM BEA	KLNA	US
FL	LEESBURG	KLEE	US
FL	LIVE OAK/SUWANNE	K24J	US
FL	MACDILL AFB/TAMP	KMCF	US
FL	MARATHON	KMTH	US
FL	MARCO ISLAND	KMKY	US
FL	MARIANNA	KMAI	US
FL	MAYPORT NAS	KNRB	US
FL	MELBOURNE	KMLB	US
FL	MERRITT ISLAND	KCOI	US
FL	MIAMI/88D	KAMX	US
FL	MIAMI/WFO	KMFL	US
FL	MIAMI/TAMIAMI	KTMB	US
FL	MIAMI	KMIA	US
FL	MIAMI/ARTCC	KZMA	US
FL	MIAMI/OPA LOCKA	KOPF	US
FL	MIAMI BEACH	KMBF	US
FL	MILTON/WHITING S	KNDZ	US
FL	NAPLES MUNICIPAL	KAPF	US
FL	NASA SHUTTLE FCL	KTTS	US
FL	NATL HURR CENTER	KNHC	US
FL	NEW PORT RICHEY	KRRF	US
FL	NEW SMYRNA BEACH	KEVB	US
FL	OCALA MUNI	KOCF	US
FL	OCEAN REEF	KOCR	US
FL	OKEECHOBEE CTY	KOBE	US
FL	ORLANDO	KMCO	US
FL	ORLANDO	KORL	US
FL	ORMOND BEACH VOR	KOMN	US
FL	PALATKA MUNI	K28J	US
FL	PALM COAST	KXFL	US
FL	PANAMA CITY	KPFN	US
FL	PANAMA CITY	KECP	US
FL	PATRICK AFB/COCO	KCOF	US
FL	PENSACOLA	KPNS	US
FL	PENSACOLA NAS	KNPA	US
FL	PERRY FOLEY	K40J	US
FL	PLANT CITY MUNI	KPCM	US
FL	POMPANO BEACH	KPMP	US
FL	PORT RICHEY	KX41	US
FL	PUNTA GORDA	KPGD	US
FL	QUINCY	K2J9	US
FL	SANFORD/ORLANDO	KSFB	US
FL	SARASOTA/BRADENT	KSRQ	US
FL	SEBASTIAN	KX26	US
FL	SEBRING	KSEF	US
FL	ST AUGUSTINE	KSGJ	US
FL	ST PETERSBURG	KPIE	US
FL	ST PETERS/ALBERT	KSPG	US
FL	STUART/WITHAM	KSUA	US
FL	TALLAHASSEE	KTLH	US
FL	TALLAHASSEE/WFO	KTAE	US
FL	TAMPA	KTPA	US
FL	TAMPA/O KNIGHT	KTPF	US
FL	TAMPA BAY/RUSKIN	KTBW	US
FL	TAMPA/VANDENBURG	KVDF	US
FL	TITUSVILLE	KTIX	US
FL	TYNDALL AFB	KPAM	US
FL	TYNDALL DRONE	KTDR	US
FL	VENICE	KVNC	US
FL	VERO BEACH	KVRB	US
FL	VERO BEACH	KTRV	US
FL	THE VILLAGES	KVVG	US
FL	WEST PALM BEACH	KPBI	US
FL	WHITING FLD NAS	KNSE	US
FL	WILLISTON	KX60	US
FL	WINTER HAVEN	KGIF	US
FL	ZEPHYRHILLS	KZPH	US
FL	ALLIGATOR REEF		US
FL	APALACHICOLA	KAQQ	US
FL	ASTOR	K90J	US
FL	AVON PARK	KAGR	US
FL	CAPE SAN BLAS		US
FL	CAPE SAN BLAS		US
FL	DEERFIELD BEACH		US
FL	EGLIN AFB		US
FL	INVERNESS	KX40	US
FL	LAKE WORTH		US
FL	MOLASSES REEF		US
FL	SETTLEMENT POIN		US
FL	SOMBRERO KEY		US
FL	ST JOHNS LIGHT		US
FL	VENICE PIER		US
			
GE	ORGIA            0	4-OC	
CD	STATION	ICAO	
GA	ALBANY	KABY	US
GA	AMERICUS	KACJ	US
GA	PECAN (ALBANY)	KPZD	US
GA	ALMA	KAMG	US
GA	ATHENS	KAHN	US
GA	ATLANTA	KATL	US
GA	ATLANTA/FULTON	KFTY	US
GA	ATLANTA/PAULDING	KPUJ	US
GA	ATLANTA/RFC	KATR	US
GA	ATLANTA/ARTCC	KZTL	US
GA	GRIFFIN-SPALDING	K6A2	US
GA	AUGUSTA/DANIEL	KDNL	US
GA	AUGUSTA/BUSH	KAGS	US
GA	BAINBRIDGE	KBGE	US
GA	BAXLEY MUNI	KBHC	US
GA	BLAIRSVILLE	KDZJ	US
GA	BLAKELY EARLY C	KBIJ	US
GA	BRUNSWICK	KSSI	US
GA	BRUNSWICK/GLYNCO	KBQK	US
GA	BUTLER	K6A1	US
GA	CALHOUN	KCZL	US
GA	CAMILLA	KCXU	US
GA	CANON	K18A	US
GA	CANTON/CHEROKEE	KCNI	US
GA	CARROLLTON/GRAY	KCTJ	US
GA	CARTERSVILLE	KVPC	US
GA	CLAXTON/EVANS CO	KCWV	US
GA	COLUMBUS	KCSG	US
GA	CORDELE	KCKF	US
GA	CORNELIA	KAJR	US
GA	COVINGTON	K9A1	US
GA	COVINGTON MUNI	KCVC	US
GA	DALTON	KDNN	US
GA	DOBBINS AFB/MARI	KMGE	US
GA	DONALDSON	K17J	US
GA	DOUGLAS MUNI	KDQH	US
GA	DUBLIN	KDBN	US
GA	EASTMAN	KEZM	US
GA	ELBERTON PATZ F	K27A	US
GA	ELBERTON PATZ F	KEBA	US
GA	FITZGERALD	KFZG	US
GA	FT BENNING/COLUM	KLSF	US
GA	FT STEWART/WRIGH	KLHW	US
GA	GAINESVILLE	KGVL	US
GA	GILMORE COUNTY	K49A	US
GA	GREENSBORO	K3J7	US
GA	HAMPTON/CLAY CNT	K4A7	US
GA	HAMPTON/HENRY	KHMP	US
GA	HAZELHURST	KAZE	US
GA	HOMERVILLE	KHOE	US
GA	JASPER	KJZP	US
GA	JEFFERSON	K19A	US
GA	JEFFERSON	KJCA	US
GA	JESUP/WAYNE CTY	KJES	US
GA	LAFAYETTE	K9A5	US
GA	LA GRANGE	KLGC	US
GA	LAWRENCEVILLE	KLZU	US
GA	LOUISVILLE	K2J3	US
GA	MACON	KMCN	US
GA	MARIETTA MCCOLUM	KRYY	US
GA	MCDUFFIE/THOMSON	KHQU	US
GA	MILLEDGEVILLE	KMLJ	US
GA	MONROE	KD73	US
GA	MOODY AFB/VALDOS	KVAD	US
GA	MOODY AFB/88D	KVAX	US
GA	MOULTRIE MUNI	KMGR	US
GA	MOULTRIE/SPENCE	KMUL	US
GA	NEWNAN	KCCO	US
GA	PEACHTREE/DEKALB	KPDK	US
GA	PEACHTREE CITY	KFFC	US
GA	PERRY HOUSTON CN	KPXE	US
GA	PINE MOUNTAIN	KPIM	US
GA	ATLANTA RFC	KALR	US
GA	ROBINS AFB/88D	KJGX	US
GA	ROME	KRMG	US
GA	SANDERSVILLE	KOKZ	US
GA	SAVANNAH	KSAV	US
GA	SAVANNAH/HUNTER	KSVN	US
GA	STATESBORO	KTBR	US
GA	SWAINSBORO	KSBO	US
GA	SYLVANIA	KJYL	US
GA	TIFTON	KTMA	US
GA	THOMASTON UPSON	KOPN	US
GA	THOMASVILLE	KTVI	US
GA	TOCCOA	KTOC	US
GA	TOCCOA VOR	KODF	US
GA	VALDOSTA REGIONA	KVLD	US
GA	VIDALIA MUNI	KVDI	US
GA	WARNER ROBINS AF	KWRB	US
GA	WASHINGTON	KIIY	US
GA	WAYCROSS/WARE CO	KAYS	US
GA	WINDER/BARROW	KWDR	US
GA	BLAKELY EARLY C	K11J	US
GA	CANTON/CHEROKEE	K47A	US
GA	SAVANNAH LIGHT		US
			
HA	WAII             3	0-AP	
CD	STATION	ICAO	
HI	BARKING SANDS/KA	PHBK	US
HI	BRADSHAW AAF/HAW	PHSF	US
HI	HANA	PHHN	US
HI	HICKAM AFB	PHIK	US
HI	HICKAM AWC	PHWR	US
HI	HILO	PHTO	US
HI	HONOLULU	PHNL	US
HI	HONOLULU/WFO	PHFO	US
HI	HONOLULU/ARTCC	PZHN	US
HI	KAANAPALI	PHKP	US
HI	KAHULUI	PHOG	US
HI	KAILUA/KONA	PHKO	US
HI	KALAUPAPA	PHLU	US
HI	KAMUELA/WAIMEA	PHMU	US
HI	KOHALA 88D	PHKM	US
HI	KANEOHE MCAS	PHNG	US
HI	KOKEE	PHAC	US
HI	KALAELOA	PHJR	US
HI	LAHAINA/WEST MAU	PHJH	US
HI	LANAI CITY AIRPO	PHNY	US
HI	LIHUE/KAUAI IS	PHLI	US
HI	MOLOKAI/KUKUI	PHMO	US
HI	MOLOKAI	PHMK	US
HI	NAALEHU/S HAWAII	PHWA	US
HI	NUMILA/S KAUAI	PHKI	US
HI	UPOLU	PHUP	US
HI	PEARL HARBOR	PHNC	US
HI	WHEELER AFB/OAHU	PHHI	US
HI	FR FRIGATE SHOAL		US
HI	BARBERS PT NAS	PHNA	US
HI	MIDWAY ISLAND NA	PMDY	US
			
IO	WA               0	2-FE	
CD	STATION	ICAO	
IA	ALGONA	KAXA	US
IA	AMES	KAMW	US
IA	ANKENY	KIKV	US
IA	ATLANTIC	KAIO	US
IA	AUDUBON	KADU	US
IA	BOONE MUNI	KBNW	US
IA	BURLINGTON	KBRL	US
IA	CARROLL	KCIN	US
IA	CEDAR RAPIDS	KCID	US
IA	CENTERVILLE MUNI	KTVK	US
IA	CHARITON	KCNC	US
IA	CHARLES CITY	KCCY	US
IA	CHEROKEE	KCKP	US
IA	CLARINDA	KICL	US
IA	CLARION	KCAV	US
IA	CLINTON MUNI	KCWI	US
IA	COUNCIL BLUFFS	KCBF	US
IA	CRESTON	KCSQ	US
IA	DAVENPORT/QUAD C	KDVN	US
IA	DECORAH	KDEH	US
IA	DENISON	KDNS	US
IA	DES MOINES	KDSM	US
IA	DUBUQUE	KDBQ	US
IA	ESTHERVILLE	KEST	US
IA	FAIRFIELD	KFFL	US
IA	FOREST CITY	KFXY	US
IA	FORT DODGE	KFOD	US
IA	FORT MADISON	KFSW	US
IA	GRINNELL REG	KGGI	US
IA	HARLAN MUNI	KHNR	US
IA	INDEPENDENCE	KIIB	US
IA	IOWA CITY	KIOW	US
IA	IOWA FALLS MUNI	KIFA	US
IA	JOHNSTON/DESMOIN	KDMX	US
IA	KEOKUK MUNI	KEOK	US
IA	KNOXVILLE	KOXV	US
IA	LAMONI	KLWD	US
IA	LAMONI	KLMN	US
IA	LE MARS	KLRJ	US
IA	MARSHALLTOWN	KMIW	US
IA	MASON CITY	KMCW	US
IA	MONTICELLO MUNI	KMXO	US
IA	MT PLEASANT	KMPZ	US
IA	MUSCATINE	KMUT	US
IA	NEWTON MUNI	KTNU	US
IA	OELWEN	KOLZ	US
IA	ORANGE CITY	KORC	US
IA	OSCEOLA MUNI	KI75	US
IA	OSKALOOSA MUNI	KOOA	US
IA	OTTUMWA	KOTM	US
IA	PELLA	KPEA	US
IA	PERRY MUNI	KPRO	US
IA	RED OAK	KRDK	US
IA	SHELDON	KSHL	US
IA	SHENANDOAH MUNI	KSDA	US
IA	SIOUX CITY	KSUX	US
IA	SLATER PROFILER		US
IA	SPENCER	KSPW	US
IA	STORM LAKE	KSLB	US
IA	VINTON	KVTI	US
IA	WASHINGTON	KAWG	US
IA	WATERLOO	KALO	US
IA	WEBSTER CITY	KEBS	US
IA	LAMONI	K0Y7	US
IA	LAMONI	K3OI	US
IA	SPENCER	K3SE	US
			
ID	AHO              1	4-AP	
CD	STATION	ICAO	
ID	ADA COUNTY/BOISE	KCBX	US
ID	BOISE	KBOI	US
ID	BURLEY	KBYI	US
ID	BONNERS FERRY	K65S	US
ID	CALDWELL	KEUL	US
ID	CHALLIS	KLLJ	US
ID	COEUR D'ALENE	KCOE	US
ID	DRIGGS REED MEM	KDIJ	US
ID	DUBIOS (VOR)	KDBS	US
ID	GRANGEVILLE	KGIC	US
ID	HAILEY/FRIEDMAN	KSUN	US
ID	IDAHO FALLS	KIDA	US
ID	JEROME COUNTY	KJER	US
ID	LEWISTON	KLWS	US
ID	LOWELL/ELK CITY	KP69	US
ID	MALAD CITY	KMLD	US
ID	MALTA (AWRS)	K77M	US
ID	MCCALL	KMYL	US
ID	MCCALL (VOR)	KDNJ	US
ID	MOUNTAIN HOME	KMUO	US
ID	MULLAN PASS	KMLP	US
ID	NAMPA	KMAN	US
ID	POCATELLO	KPIH	US
ID	REXBURG	KRXE	US
ID	SALMON/VOR	KLKT	US
ID	SALMON/LEMHI	KSMN	US
ID	SODA SPRINGS	KU78	US
ID	SPENCER	KS14	US
ID	SPRINGFIELD/PIH	KSFX	US
ID	STANLEY	KSNT	US
ID	TWIN FALLS	KTWF	US
ID	WALL/SANDPOINT	KSZT	US
ID	CALDWELL (AWOS)	KU35	US
ID	CHALLIS	KU15	US
ID	GOODING	KGNG	US
ID	JEROME	KU73	US
ID	MULLAN (AWRS)	KS06	US
ID	REXBURG	KU11	US
ID	SALMON (AWRS)	K27U	US
ID	SAYLOR CREEK	KMI1	US
ID	GRANGEVILLE	KS80	US
			
IL	LINOIS           1	1-SE	
CD	STATION	ICAO	
IL	ALTON/ST LOUIS R	KALN	US
IL	BLOOMINGTON/NORM	KBMI	US
IL	BRADFORD/VOR	KBDF	US
IL	CAHOKIA/ST LOUIS	KCPS	US
IL	CAIRO	KCIR	US
IL	CARBONDALE/MURPH	KMDH	US
IL	CARMI MUNI	KCUL	US
IL	CENTRALIA	KENL	US
IL	CHAMPAIGN/URBANA	KCMI	US
IL	CHICAGO	KMDW	US
IL	CHICAGO O'HARE	KORD	US
IL	CHICAGO/AURORA	KARR	US
IL	CHICAGO/DUPAGE	KDPA	US
IL	CHICAGO/MEIGS	KCGX	US
IL	CHICAGO/LANSING	KIGQ	US
IL	CHICAGO/ARTCC	KZAU	US
IL	DANVILLE	KDNV	US
IL	DECATUR	KDEC	US
IL	DECATUR	KAXC	US
IL	DE KALB	KDKB	US
IL	DIXON	KC73	US
IL	EFFINGHAM	K1H2	US
IL	FAIRFIELD	KFWC	US
IL	FREEPORT	KFEP	US
IL	FLORA	KFOA	US
IL	GALESBURG	KGBG	US
IL	GREENVILLE	KGRE	US
IL	HARRISBURG	KHSB	US
IL	JACKSONVILLE	KIJX	US
IL	JOLIET	KJOT	US
IL	KANKAKEE	KIKK	US
IL	LACON	KC75	US
IL	LAWRENCEVILLE	KLWV	US
IL	LINCOLN	KILX	US
IL	LINCOLN	KAAA	US
IL	LITCHFIELD MUNI	K3LF	US
IL	MACOMB MUNI	KMQB	US
IL	MARION REGIONAL	KMWA	US
IL	MARSEILLES	KMMO	US
IL	MATTOON/CHARLEST	KMTO	US
IL	METROPOLIS	KM30	US
IL	MOLINE/QUAD CITY	KMLI	US
IL	MONEE	KC56	US
IL	MORRIS-WASHBURN	KC09	US
IL	MOUNT CARMEL	KAJG	US
IL	MOUNT STERLING	KI63	US
IL	MOUNT VERNON	KMVN	US
IL	OLNEY-NOBLE	KOLY	US
IL	PALWAUKEE	KPWK	US
IL	PEORIA	KPIA	US
IL	PARIS	KPRG	US
IL	PERU	KVYS	US
IL	PITTSFIELD	KPPQ	US
IL	PONTIAC	KPNT	US
IL	QUINCY MUNI/BALD	KUIN	US
IL	RANTOUL	KTIP	US
IL	ROBINSON MUNI	KRSV	US
IL	ROCKFORD	KRFD	US
IL	ROCHELLE/KORITZ	KRPJ	US
IL	ROMEOVILLE/CHI	KLOT	US
IL	SALEM/LECKRONE	KSLO	US
IL	SAVANNA/TRITOWN	KSFY	US
IL	SCOTT AFB/BELLEV	KBLV	US
IL	SPARTA	KSAR	US
IL	SPRINGFIELD	KSPI	US
IL	STERLING ROCKFAL	KSQI	US
IL	TAYLORVILLE	KTAZ	US
IL	VANDALIA	KVLA	US
IL	WAUKEGAN	KUGN	US
IL	WINCHESTER PROFI		US
IL	CHICAGO	KCHI	US
IL	GLENVIEW NAS	KNBU	US
IL	LINCOLN	K3LC	US
IL	RANTOUL	K2I5	US
IL	ROCHELLE/KORITZ	K12C	US
			
IN	DIANA            0	4-OC	
CD	STATION	ICAO	
IN	ANDERSON MUNICIP	KAID	US
IN	ANGOLA	KANQ	US
IN	ATTERBURY	KHBE	US
IN	AUBURN DEKALB C	KGWB	US
IN	BLOOMINGTON	KBMG	US
IN	COLUMBUS/BALKALA	KBAK	US
IN	CRAWFORDSVILLE	KCFJ	US
IN	DAVIESS COUNTY	KDCY	US
IN	ELKHART MUNICIPA	KEKM	US
IN	EVANSVILLE	KEVV	US
IN	EVANSVILLE	KVWX	US
IN	FORT WAYNE	KFWA	US
IN	FRANKFORT	KFKR	US
IN	FRENCH LICK	KFRH	US
IN	GARY REGIONAL	KGYY	US
IN	GOSHEN	KGSH	US
IN	GREENCASTLE	K4I7	US
IN	GREENCASTLE	KGPC	US
IN	GREENWOOD	KHFY	US
IN	GRISSOM AFB/PERU	KGUS	US
IN	HIMSEL AAF	K1II	US
IN	HUNTINGBURG	KHNB	US
IN	HUNTINGTON	KHHG	US
IN	INDIANAPOLIS	KEYE	US
IN	INDIANAPOLIS	KIND	US
IN	INDIANAPOL/ARTCC	KZID	US
IN	INDIANAPOLIS EXC	KTYQ	US
IN	INDIANAPOLIS REG	KMQJ	US
IN	KENDALLVILLE	KC62	US
IN	KNOX STARKE CTY	KOXI	US
IN	KOKOMO	KOKK	US
IN	LAFAYETTE	KLAF	US
IN	LAFAYETTE VOR	KBVT	US
IN	LA PORTE	KPPO	US
IN	LOGANSPORT	KGGP	US
IN	MADISON	KIMS	US
IN	MARION MUNI	KMZZ	US
IN	MICHIGAN CITY	KMGC	US
IN	MONTICELLO/WHITE	KMCX	US
IN	MUNCIE	KMIE	US
IN	NORTH WEBSTER	KIWX	US
IN	POCKET CITY VOR	KPXV	US
IN	RENSSELAER	KRZL	US
IN	RICHMOND	KRID	US
IN	ROCHESTER	KRCR	US
IN	SHELBYVILLE	KGEZ	US
IN	SOUTH BEND	KSBN	US
IN	TERRE HAUTE	KHUF	US
IN	TERRE HAUTE VOR	KTTH	US
IN	VALPARAISO	KVPZ	US
IN	WARSAW MUNI	KASW	US
IN	WOLCOTT PROFILER		US
IN	BATESVILLE	KHLB	US
IN	INDIANAPOLIS/EAG	KI14	US
IN	JEFFERSON PRVG		US
IN	SHELBYVILLE	K3SM	US
			
KA	NSAS             1	7-MA	
CD	STATION	ICAO	
KS	ALMA/TOPEKA	KTWX	US
KS	AUGUSTA	K3AU	US
KS	BASSETT	KK88	US
KS	BENTON	K1K1	US
KS	BURLINGTON	KUKL	US
KS	CHANUTE	KCNU	US
KS	COFFEYVILLE	KCFV	US
KS	CONCORDIA	KCNK	US
KS	DODGE CITY	KDDC	US
KS	ELDORADO	KEQA	US
KS	ELKHART	KEHA	US
KS	EMPORIA	KEMP	US
KS	FORT LEAVENWORTH	KFLV	US
KS	FT RILEY/MARSHAL	KFRI	US
KS	GARDEN CITY	KGCK	US
KS	GARNETT	KK68	US
KS	GOODLAND	KGLD	US
KS	GREAT BEND	KGBD	US
KS	HARPER	K8K2	US
KS	HAVILAND PROFILE	KHVL	US
KS	HAYS MUNI	KHYS	US
KS	HILL CITY	KHLC	US
KS	HILLSBORO PROFIL		US
KS	HILLSBORO		US
KS	HUTCHINSON	KHUT	US
KS	HUGOTON	KHQG	US
KS	INDEPENDENCE	KIDP	US
KS	JENNINGS	KJN8	US
KS	JOHNSON CITY	KJHN	US
KS	LAWRENCE	KLWC	US
KS	LEOTI/HOARD MEML	K3K7	US
KS	LIBERAL	KLBL	US
KS	MANHATTAN	KMHK	US
KS	MARYSVILLE	KMYZ	US
KS	MCCONNELL AFB	KIAB	US
KS	MEDICINE LODGE	KP28	US
KS	NEODESHA PROFILE		US
KS	NEW ALMELO	KAL8	US
KS	NEWTON	KEWK	US
KS	OLATHE/INDUSTRIA	KIXD	US
KS	OLATHE/EXECUTIVE	KOJC	US
KS	OSWEGO/VOR	KOSW	US
KS	OTTAWA	KOWI	US
KS	PARSONS	KPPF	US
KS	PITTSBURG	KPTS	US
KS	PRATT INDUST	KPTT	US
KS	RUSSELL	KRSL	US
KS	SALINA	KSLN	US
KS	TOPEKA/FORBES	KFOE	US
KS	TOPEKA	KTOP	US
KS	WAKEENEY	KWK6	US
KS	WICHITA	KICT	US
KS	WICHITA/JABARA	KAAO	US
KS	WICHITA/BEECH	KBEC	US
KS	WINFIELD/ARKANSA	KWLD	US
KS	ELKHART	K1K5	US
KS	SMOKEY HILL GUN		US
KS	WICHITA/JABARA	K3KM	US
KS	OBERLIN	KOIN	US
KS	SUBLETTE	K19S	US
KS	SYRACUSE	K3K3	US
KS	NORTON	KNRN	US
KS	TRIBUNE	KTRB	US
KS	COLBY	KCBK	US
KS	GRINNELL	KGNL	US
KS	HOXIE	KHOX	US
KS	PHILLIPSBURG	KPHG	US
KS	HERNDON	KHD7	US
KS	LOGAN	KLG5	US
KS	ST FRANCIS	KSYF	US
KS	ABILENE	KK78	US
KS	ELLSWORTH	K9K7	US
KS	EUREKA	K13K	US
KS	FORT SCOTT	KFSK	US
KS	HUGOTON	KHQG	US
KS	JOHNSON	K2K3	US
KS	KINGMAN	K9K8	US
KS	MCPHERSON	KMPR	US
KS	OAKLEY	KOEL	US
KS	SCOTT CITY	KTQK	US
KS	SMITH CENTER	KK82	US
KS	ULYSSES	KULS	US
KS	WELLINGTON	KEGT	US
			
KE	NTUCKY           1	7-MA	
CD	STATION	ICAO	
KY	ASHLAND	KDWU	US
KY	BIG SANDY RGNL	KSJS	US
KY	BOWLING GREE	KBWG	US
KY	COVINGTON	KCVG	US
KY	DANVILLE	KDVK	US
KY	HOPKINTON/F CAMB	KHPX	US
KY	HOPKINSVILLE	KHOP	US
KY	FALMOUTH	KK62	US
KY	FLEMINGSBURG	KFGX	US
KY	FORT KNOX/88D	KLVX	US
KY	FORT KNOX/GODMAN	KFTK	US
KY	FRANKFORT	KFFT	US
KY	GLASGOW	KGLW	US
KY	GREENVILLE	KM21	US
KY	HARLAN	KI35	US
KY	HENDERSON CITY	KEHR	US
KY	LEBANON-SPRINGFI	K6I2	US
KY	LEWISPORT	KKY8	US
KY	LEXINGTON	KLEX	US
KY	LONDON	KLOZ	US
KY	LOUISVILLE	KSDF	US
KY	LOUISVILLE/BOWMN	KLOU	US
KY	LOUISVILLE/WFO	KLMK	US
KY	LOUISVILLE VOR	KIIU	US
KY	MADISONVILLE	K2I0	US
KY	MARION	K5M9	US
KY	MAYFIELD	KM25	US
KY	MIDDLESBORO-BELL	K1A6	US
KY	MONTICELLO/WAYNE	KEKQ	US
KY	MOREHEAD	KM97	US
KY	MOREHEAD	KSYM	US
KY	MOUNT STERLING	KIOB	US
KY	MURRAY KYLE-OAK	KCEY	US
KY	NOCTOR/JACKSON	KJKL	US
KY	OWENSBORO/DAVIES	KOWB	US
KY	PADUCAH	KPAH	US
KY	PIKEVILLE	KPBX	US
KY	RICHMOND/MADISON	KI39	US
KY	RICHMOND	KRGA	US
KY	SOMERSET	KSME	US
KY	TOMPKINSVILLE	KTZV	US
KY	ELIZABETHTOWN	KEKX	US
KY	HENDERSON CITY	KI26	US
KY	PIKEVILLE (RAMOS	K5I3	US
KY	PRESTONBURG	KK22	US
KY	WILLIAMSBURG	KBYL	US
			
LO	UISIANA          1	4-JU	
CD	STATION	ICAO	
LA	ABBEVILLE CC MEM	KIYA	US
LA	ALEXANDRIA	KAEX	US
LA	ALEXANDRIA	KESF	US
LA	AMELIA/LAKE PALO	K7R3	US
LA	AUDUBON PARK	KAUD	US
LA	BARKSDALE AFB	KBAD	US
LA	BASTROP MOREHOUS	KBQP	US
LA	BATON ROUGE	KBTR	US
LA	BOGALUSA CARR F	KBXA	US
LA	BOOTHVILLE	KBVE	US
LA	CAMERON HELIPORT	K7R5	US
LA	CAMERON	KCVW	US
LA	CHENAULT/LK CHAS	KCWF	US
LA	DEQUINCEY IND AR	K5R8	US
LA	DERIDDER/FSS	KDRI	US
LA	EUGENE IS 330	K3B6	US
LA	FORT POLK FR	KPOE	US
LA	PEASON RIDG/POLK	KAQV	US
LA	FULLERTON/POLK	KBKB	US
LA	SELF STRIP/POLK	KDNK	US
LA	FOURCHON (SAWRS)	K9F2	US
LA	PORT FOURCHON	KXPY	US
LA	GALLIANO	KGAO	US
LA	GALLIANO HELIPRT	K2GL	US
LA	GOMEX 354	KSQE	US
LA	GONZALES	KREG	US
LA	GRAND CHENIER	K3L4	US
LA	GRAND ISLE (SAWR	KAXO	US
LA	GRAND ISLE (VOR)	KLEV	US
LA	GREEN CANYON 184	KXCN	US
LA	GREEN CANYON 52	K28K	US
LA	HAMMOND	KHDC	US
LA	HIGH ISLAND 334A	KH02	US
LA	HIGH IS. 264C	KH08	US
LA	OFFSHORE	KH78	US
LA	HOUMA TERREBONNE	KHUM	US
LA	INTRACOASTAL CIT	K7R4	US
LA	JENNINGS	K3R7	US
LA	LAFAYETTE	KLFT	US
LA	LAKE CHARLES	KLCH	US
LA	MANFIELD	K3F3	US
LA	MARATHON-VENICE	K5LA	US
LA	MINDEN	KMNE	US
LA	MONROE	KMLU	US
LA	NATCHITOCHES	KIER	US
LA	NEW IBERIA	KARA	US
LA	NEW ORLEANS/LAKE	KNEW	US
LA	NEW ORLEANS NAS	KNBG	US
LA	NEW ORLEANS/INTL	KMSY	US
LA	NEW ORLEANS/SUPE	KVSH	US
LA	NEW ORLEANS/SUPE	K7N0	US
LA	NEW ROADS	KHZR	US
LA	HARVEY/N ORLEANS	KHRV	US
LA	OAKDALE ALLEN P	KACP	US
LA	OPELOUSAS	KOPL	US
LA	RESERVE	K1L0	US
LA	RESERVE	KAPS	US
LA	RUSTON REGIONAL	KRSN	US
LA	PATTERSON MEMORI	KPTN	US
LA	SALT POINT	KP92	US
LA	SHIP SHOAL 207	KGSM	US
LA	SHREVEPORT/DWNTN	KDTN	US
LA	SHREVEPORT	KSHV	US
LA	SHREVEPORT(VOR)	KEIC	US
LA	SLIDELL/88D	KLIX	US
LA	SLIDELL 22	KASD	US
LA	NEW ORLEANS RFC	KORN	US
LA	S MARSH ISL 268	KSRN	US
LA	S MARSH ISLAND	K7R8	US
LA	SOUTH TIMBALIER	KS58	US
LA	SULPHUR	KUXL	US
LA	TALLULAH/VICKSBU	KTVR	US
LA	VIDALIA/CONCORDI	K0R4	US
LA	VENICE HELIPORT	K1B7	US
LA	E. CAMERON 346	KE12	US
LA	W. CAMERON 560	KW60	US
LA	PHI OIL PLATF	K4CO	US
LA	PHI OIL PLATF	K4C0	US
LA	WINNFIELD PROFIL		US
LA	ABBEVILLE CC MEM	K0R3	US
LA	ALEXANDRIA/AFB	K01R	US
LA	BASTROP MOREHOUS	K2F8	US
LA	EUGENE IS. 266C	K41I	US
LA	GALLIANO	KL49	US
LA	GARDEN BANKS 23		US
LA	GARDEN BANKS172	KGHB	US
LA	GONZALES	KL38	US
LA	GRAND CHEINER	KL29	US
LA	GREEN CANYON 184	KG01	US
LA	HIGH ISLAND 511	K01T	US
LA	HIGH IS. A572C	KH39	US
LA	HIGH IS. A489B	KL40	US
LA	LEEVILLE	K7R2	US
LA	MAIN PASS 133C		US
